mes,temperatura_c,umidade_relativa,velocidade_vento_kmh,precipitacao_mm,dias_sem_chuva,ndvi,indice_fwi,latitude,longitude,altitude_m,tipo_cobertura,ocorrencia_foco
4,32.6,76.0,2.1,10.7,3,0.419,9.6,-14.8741,-48.2288,424.0,agricultura,0
12,34.3,67.0,2.7,1.1,3,0.409,13.1,-2.0147,-64.925,751.0,agricultura,0
12,22.2,49.3,9.3,1.4,4,0.459,11.3,-29.2846,-48.098,412.0,cerrado,1
12,33.6,82.6,22.0,19.8,2,0.49,13.2,-12.7017,-67.9506,42.0,cerrado,0
9,28.3,39.2,5.3,0.4,13,0.503,18.2,-21.1528,-65.5193,363.0,agricultura,0
1,23.4,46.9,24.0,16.1,3,0.759,13.0,-32.5209,-56.814,1137.0,floresta,0
5,32.1,28.0,1.8,0.4,14,0.592,20.2,-12.5515,-53.2488,210.0,cerrado,1
6,31.7,55.9,10.6,1.4,15,0.463,21.0,-3.279,-35.8523,418.0,cerrado,1
12,21.8,81.9,9.8,5.3,3,0.48,7.7,-9.6747,-49.6975,44.0,cerrado,0
7,35.6,50.1,13.5,0.2,10,0.792,21.8,-31.2151,-57.0107,496.0,floresta,1
7,35.7,53.8,11.6,2.9,10,0.423,20.5,-8.3875,-40.878,304.0,agricultura,1
2,32.2,74.6,7.1,0.8,3,0.671,13.0,-5.7586,-68.4291,1382.0,floresta,0
10,26.3,66.7,7.2,0.9,3,0.428,10.9,-30.2608,-73.4091,524.0,cerrado,0
5,32.8,41.9,19.2,0.2,12,0.446,23.8,-18.3425,-63.7759,57.0,pastagem,1
2,27.9,66.5,11.0,0.1,3,0.494,12.9,-21.6551,-52.6877,99.0,agricultura,0
12,34.8,68.8,0.9,12.4,4,0.441,10.9,-4.5166,-48.544,915.0,pastagem,1
3,16.7,51.1,7.7,3.0,2,0.647,6.9,-19.0069,-41.9387,904.0,cerrado,1
1,24.2,68.8,8.3,4.0,4,0.804,10.0,-25.0978,-49.8682,538.0,floresta,0
1,28.0,77.5,8.3,4.7,3,0.45,10.5,-12.8204,-69.3545,14.0,pastagem,0
6,28.7,35.5,17.3,1.0,10,0.558,20.7,-4.1397,-42.3406,604.0,pastagem,1
2,27.0,56.2,6.3,1.2,5,0.628,12.6,-18.0869,-73.5014,495.0,cerrado,0
11,27.5,65.7,12.3,2.8,6,0.392,14.2,1.0673,-45.7852,279.0,pastagem,0
7,30.4,30.2,29.0,1.4,13,0.567,26.7,-8.2696,-53.1455,1530.0,agricultura,1
4,28.3,44.2,22.1,1.1,3,0.922,17.8,-28.5852,-54.1939,944.0,floresta,0
1,30.5,73.8,5.8,2.9,6,0.642,13.0,4.0992,-44.1914,22.0,agricultura,0
6,32.1,32.6,11.2,4.2,11,0.528,20.4,-5.5064,-72.2349,372.0,pastagem,0
2,26.2,60.2,0.4,2.8,4,0.581,9.4,-24.0316,-57.5742,277.0,cerrado,0
12,27.3,52.7,15.4,8.1,6,0.473,14.9,-21.2328,-36.3398,502.0,pastagem,1
4,28.0,75.3,3.3,0.8,3,0.567,9.9,-15.0658,-73.4492,35.0,pastagem,0
6,26.0,48.2,10.1,3.6,16,0.393,18.9,-32.177,-38.905,383.0,agricultura,0
1,29.8,57.1,9.1,9.8,4,0.651,12.4,1.0072,-48.0579,272.0,cerrado,0
2,26.2,45.8,21.3,17.5,4,0.46,13.7,-29.9442,-37.6766,772.0,pastagem,0
3,33.0,55.8,12.4,17.0,5,0.476,14.0,-26.4939,-72.1629,684.0,cerrado,1
1,30.4,66.8,9.0,8.2,5,0.455,12.8,-12.6304,-41.7074,889.0,cerrado,1
9,37.7,40.3,16.2,3.4,5,0.644,21.1,-2.7159,-52.745,388.0,floresta,1
12,24.0,61.3,23.7,4.5,1,0.545,13.4,2.6605,-64.0611,937.0,agricultura,0
12,26.5,62.5,0.6,17.7,3,0.934,5.9,-28.6141,-55.159,369.0,floresta,0
4,23.0,69.1,6.1,12.7,0,0.41,5.1,-32.4111,-37.0756,172.0,pastagem,0
10,25.2,59.5,29.6,12.9,2,0.482,14.7,-6.4327,-56.424,88.0,cerrado,1
7,38.0,43.4,39.4,3.1,11,0.597,31.0,-22.7244,-68.5255,171.0,agricultura,1
1,33.9,48.2,5.2,1.0,4,0.559,15.5,-27.9753,-71.3797,632.0,cerrado,1
2,23.4,90.6,19.0,16.6,4,0.88,8.8,-32.8375,-73.4268,259.0,floresta,0
7,31.2,34.6,5.1,0.2,13,0.702,19.9,3.6328,-65.5507,287.0,floresta,1
6,32.7,40.4,3.9,0.1,9,0.602,17.8,-5.1149,-52.0258,145.0,cerrado,1
1,30.3,66.8,9.3,19.4,4,0.595,10.1,-19.9544,-59.9879,50.0,pastagem,0
12,21.0,55.1,20.6,5.1,5,0.366,13.5,-10.2819,-38.9985,942.0,pastagem,0
9,26.6,38.1,8.4,5.1,11,0.474,16.5,0.8311,-42.5587,903.0,agricultura,1
7,35.0,37.9,20.4,5.4,7,0.521,21.9,1.6502,-55.4084,35.0,cerrado,1
12,20.2,49.0,21.7,4.2,5,0.56,14.1,-12.6789,-64.7868,1028.0,agricultura,0
12,26.2,65.3,6.9,6.1,5,0.651,10.8,2.6691,-57.4103,630.0,cerrado,0
12,28.6,40.2,6.8,3.1,4,0.445,13.7,-4.2044,-48.4834,399.0,agricultura,1
4,29.7,81.0,8.6,2.6,7,0.95,13.5,-12.2134,-73.0712,592.0,floresta,0
11,27.4,69.5,10.4,16.2,6,0.505,10.6,-18.5128,-38.4309,822.0,agricultura,0
7,31.5,45.7,9.4,3.5,15,0.505,20.9,2.5945,-47.8105,600.0,cerrado,1
9,36.4,17.2,11.1,2.3,11,0.564,23.8,-25.6013,-35.4979,221.0,pastagem,1
11,29.1,50.5,7.4,2.1,8,0.461,15.6,-12.319,-47.4314,57.0,pastagem,0
2,25.4,76.7,3.6,8.7,7,0.42,9.2,-27.9526,-59.4916,487.0,pastagem,0
6,33.2,87.8,34.3,0.2,9,0.157,23.8,-27.9255,-56.4778,672.0,urbano,0
2,29.5,74.3,6.1,10.7,4,0.618,10.0,-30.7229,-73.7216,286.0,pastagem,0
4,34.9,72.4,2.0,15.2,1,0.7,8.9,-21.2168,-71.7108,369.0,floresta,0
5,36.1,44.3,17.1,1.2,13,0.64,24.8,-2.6358,-69.8806,401.0,cerrado,1
11,32.9,49.8,4.3,0.9,4,0.715,14.6,-26.0026,-58.26,199.0,floresta,0
11,25.6,71.9,15.9,4.9,4,0.5,12.5,-1.3668,-62.5234,347.0,cerrado,0
5,30.9,24.8,5.9,1.7,8,0.543,17.8,4.7599,-57.9713,703.0,cerrado,1
4,27.1,45.5,38.7,1.1,1,0.487,21.1,-13.034,-57.756,541.0,pastagem,1
7,32.4,22.7,26.2,0.5,9,0.368,25.5,-3.0692,-59.9631,179.0,agricultura,1
11,24.0,71.7,8.9,5.7,2,0.506,8.5,-7.6159,-53.4484,782.0,cerrado,0
12,33.1,59.3,14.8,14.2,5,0.582,15.1,-15.5364,-36.5763,1038.0,agricultura,0
3,31.5,61.2,12.7,5.2,3,0.582,14.4,-22.1753,-53.0874,101.0,agricultura,0
3,26.8,59.8,5.7,6.1,5,0.427,11.1,-7.486,-41.1917,207.0,pastagem,0
9,35.6,24.5,16.7,1.5,12,0.356,25.2,-24.236,-42.8203,152.0,pastagem,1
4,28.9,52.0,11.0,2.2,5,0.517,15.0,-18.994,-57.302,376.0,agricultura,0
3,30.9,52.6,12.2,3.6,7,0.617,16.9,-27.1245,-64.414,676.0,cerrado,0
1,22.6,43.1,15.7,4.7,4,0.215,13.2,-11.0454,-72.7331,292.0,urbano,1
5,32.4,31.9,9.6,1.3,10,0.662,20.2,-26.743,-71.7727,732.0,cerrado,0
5,32.8,25.0,5.1,2.3,14,0.758,21.3,-2.521,-65.2374,443.0,floresta,1
7,35.5,44.9,14.8,0.2,13,0.395,24.0,-14.9255,-38.9136,353.0,agricultura,1
3,25.5,67.9,17.7,13.8,5,0.502,12.0,-5.8822,-69.7831,302.0,cerrado,0
9,23.0,22.5,17.8,2.5,11,0.78,19.4,-15.7414,-40.9836,669.0,floresta,0
9,28.7,34.4,18.1,0.6,12,0.724,22.0,-3.5702,-55.7111,185.0,floresta,1
6,32.8,60.3,13.5,2.3,18,0.508,23.4,0.6346,-48.1777,225.0,cerrado,1
3,28.3,48.2,2.2,5.4,5,0.857,11.7,-15.2049,-68.2472,460.0,floresta,0
7,39.7,43.1,39.8,4.3,11,0.715,31.7,-18.9643,-42.2392,373.0,floresta,1
9,35.3,39.3,17.6,2.4,15,0.673,25.7,-5.6682,-70.4109,158.0,floresta,1
5,33.3,51.1,7.7,0.8,9,0.515,18.3,3.691,-53.0796,339.0,pastagem,0
4,27.9,63.5,19.5,1.3,4,0.832,15.9,-26.3064,-69.8774,211.0,floresta,0
7,37.4,32.8,3.8,1.0,16,0.417,23.7,-4.6345,-39.7968,563.0,agricultura,1
5,30.6,38.8,16.0,1.5,20,0.557,25.8,-32.8661,-50.4636,252.0,agricultura,1
5,32.4,39.0,8.4,1.0,18,0.41,23.4,4.2857,-52.174,186.0,agricultura,1
5,28.6,36.9,4.0,0.6,16,0.492,19.7,-2.7189,-63.0928,255.0,cerrado,1
4,33.7,44.2,4.0,0.0,5,0.362,16.0,2.953,-53.5587,65.0,pastagem,1
9,34.6,52.9,14.3,3.3,8,0.743,19.7,-28.9331,-73.1739,150.0,floresta,1
6,30.2,50.8,15.5,0.6,21,0.245,25.3,-31.0571,-54.766,751.0,urbano,0
6,32.5,25.5,4.8,0.7,11,0.802,19.9,-16.3997,-65.4259,131.0,floresta,0
8,35.0,34.4,8.4,0.6,17,0.485,24.5,-30.7451,-38.3163,375.0,cerrado,1
5,32.0,35.3,13.3,2.0,9,0.795,20.3,-30.9367,-63.107,411.0,floresta,0
2,25.9,46.1,6.8,8.3,5,0.231,11.5,-29.5149,-53.5489,824.0,urbano,0
11,25.4,37.6,35.5,2.5,4,0.856,21.2,-30.6623,-73.8743,290.0,floresta,0
1,29.4,52.0,14.4,5.2,2,0.809,14.1,-29.2921,-44.2851,511.0,floresta,0
7,31.6,33.7,9.6,0.8,12,0.839,20.8,-19.0696,-67.5724,791.0,floresta,1
4,26.2,42.7,21.5,11.1,3,0.505,14.8,-13.9417,-34.0489,605.0,agricultura,0
3,22.7,62.1,15.3,7.2,4,0.485,11.2,-29.0587,-62.2871,736.0,cerrado,0
1,28.3,74.0,13.3,0.1,6,0.213,14.8,-8.6548,-47.3825,714.0,urbano,0
11,27.3,70.1,14.6,8.0,3,0.297,11.9,-9.893,-35.6022,1088.0,urbano,0
6,31.7,36.5,17.9,1.7,15,0.601,24.5,-21.774,-43.7476,243.0,agricultura,0
5,33.8,15.9,6.3,0.5,15,0.573,23.6,-21.4649,-60.011,1135.0,floresta,1
9,36.0,46.6,1.6,0.4,9,0.25,18.1,4.4205,-37.1689,184.0,urbano,0
1,30.8,61.8,22.8,10.0,3,0.51,16.1,-21.5905,-65.4929,108.0,cerrado,0
7,35.2,43.1,11.1,3.2,18,0.582,24.8,1.4191,-48.6211,700.0,cerrado,1
6,32.0,61.2,7.3,1.8,12,0.341,18.2,-25.2403,-44.1985,224.0,pastagem,0
7,30.7,28.1,5.1,0.8,12,0.416,19.5,-26.1774,-59.724,364.0,pastagem,1
2,23.8,25.5,4.5,1.8,3,0.072,11.7,-0.3111,-40.7492,506.0,urbano,0
12,25.6,47.4,12.0,1.9,3,0.165,13.2,-9.9332,-55.0987,256.0,urbano,0
3,28.1,65.8,10.3,3.4,0,0.599,10.7,-3.9042,-39.5392,442.0,cerrado,0
9,29.9,38.3,21.7,3.9,15,0.816,24.3,-11.1302,-65.4174,455.0,floresta,1
9,33.4,23.4,15.8,0.1,14,0.672,25.3,3.9722,-38.1743,127.0,agricultura,1
5,29.1,21.0,17.7,1.5,8,0.739,20.9,-31.8978,-52.6775,140.0,floresta,0
2,21.4,55.7,21.0,3.4,6,0.38,14.6,-27.2929,-56.8519,1261.0,pastagem,0
4,31.3,45.0,12.4,7.4,3,0.891,14.9,-28.7796,-64.5856,650.0,floresta,0
10,26.1,66.2,28.6,1.3,6,0.413,18.7,-7.4903,-69.8767,683.0,cerrado,1
11,24.7,55.1,6.0,3.9,7,0.465,12.0,-21.0714,-62.3516,304.0,pastagem,1
12,23.6,52.5,20.7,10.4,4,0.49,13.3,-3.1074,-58.0938,80.0,pastagem,1
3,29.7,50.9,1.6,6.0,4,0.05,11.3,-28.2844,-50.0351,451.0,urbano,0
8,38.5,41.2,1.7,0.8,17,0.413,23.5,-24.2554,-45.067,470.0,agricultura,1
2,26.4,60.5,3.7,1.7,9,0.341,13.2,-30.5006,-72.2896,725.0,pastagem,0
9,32.1,40.4,9.7,4.7,12,0.617,19.8,4.7434,-35.9424,472.0,cerrado,1
5,37.3,40.2,1.4,0.2,13,0.399,21.1,-5.735,-64.0546,851.0,pastagem,1
9,25.8,37.1,9.4,1.7,13,0.529,18.2,-28.8592,-46.8555,128.0,cerrado,1
9,40.9,25.6,7.7,1.3,15,0.421,26.4,-8.4162,-41.7322,149.0,cerrado,1
12,37.8,51.2,37.5,12.6,4,0.435,24.4,-16.2935,-57.3075,461.0,agricultura,1
6,22.2,33.3,2.9,3.9,13,0.387,14.5,1.8152,-56.4914,634.0,pastagem,0
5,32.6,62.8,11.6,1.6,13,0.763,20.2,-27.9045,-72.0873,288.0,floresta,0
7,30.1,21.8,15.5,2.3,10,0.426,21.5,-31.9408,-57.6744,125.0,pastagem,1
2,26.9,55.0,27.3,1.1,7,0.668,20.0,-27.1479,-36.5145,512.0,cerrado,1
2,26.3,61.2,17.4,3.9,3,0.835,13.8,2.6255,-59.231,647.0,floresta,0
7,36.2,34.4,23.0,0.7,12,0.358,26.9,2.3066,-38.1081,909.0,agricultura,1
10,27.5,72.9,12.8,15.8,3,0.861,9.7,-30.3931,-45.9643,120.0,floresta,0
7,29.4,34.3,5.5,4.4,11,0.52,17.3,-13.116,-38.6051,751.0,pastagem,0
10,27.3,57.2,2.6,1.1,3,0.505,10.6,-6.9914,-66.1653,246.0,agricultura,0
3,30.1,69.8,18.6,1.0,5,0.629,16.8,-32.8374,-47.251,788.0,cerrado,0
6,28.3,59.7,7.4,1.2,12,0.646,16.7,-32.3767,-70.0225,1621.0,cerrado,0
8,26.4,54.9,1.1,5.4,10,0.411,12.6,-30.4776,-54.5042,411.0,pastagem,0
5,41.0,36.4,8.0,0.9,7,0.352,21.8,-6.2366,-45.0296,247.0,pastagem,1
1,25.4,59.4,10.2,29.0,4,0.245,6.8,2.7221,-67.5302,386.0,urbano,0
1,27.5,60.6,25.3,0.8,7,0.435,19.3,-30.4092,-35.6497,607.0,agricultura,0
12,26.4,61.8,8.5,2.1,2,0.801,10.9,-27.5318,-55.2072,84.0,floresta,0
8,35.2,27.8,10.3,0.3,17,0.367,25.7,-15.2426,-56.098,398.0,pastagem,1
4,35.1,71.2,10.4,5.5,6,0.858,16.1,-16.1812,-38.5609,256.0,floresta,0
4,30.3,62.5,20.3,2.9,4,0.719,17.0,-24.9334,-39.5922,133.0,floresta,0
1,21.9,59.5,5.6,16.7,6,0.533,7.3,-25.3867,-37.3291,463.0,cerrado,0
12,22.5,44.7,14.1,2.6,6,0.528,13.9,-27.6965,-47.2081,922.0,cerrado,1
2,26.4,60.7,6.8,10.8,2,0.337,8.8,-23.4789,-47.5209,228.0,pastagem,0
10,26.9,37.3,24.9,1.1,1,0.536,17.5,-1.025,-64.8108,575.0,pastagem,1
3,21.1,53.0,28.8,3.6,3,0.653,15.5,-15.6143,-44.3092,618.0,cerrado,1
5,36.3,31.2,11.6,0.1,11,0.489,23.4,1.8762,-49.1393,488.0,agricultura,1
4,23.7,63.4,13.3,18.3,3,0.439,8.3,-1.0152,-60.2771,39.0,agricultura,0
10,34.0,82.6,8.7,4.1,3,0.481,13.0,-12.9023,-35.3364,298.0,agricultura,0
1,35.3,66.9,1.7,10.7,2,0.51,10.8,-1.6768,-54.5518,152.0,cerrado,0
5,32.0,55.4,10.5,0.1,12,0.548,19.9,-26.7552,-45.0653,859.0,cerrado,1
4,29.8,67.7,9.8,0.7,5,0.755,14.2,-8.6499,-47.3613,231.0,floresta,0
4,23.1,73.5,7.8,1.2,6,0.477,10.6,2.7353,-73.5787,692.0,cerrado,0
3,30.5,82.3,8.6,2.3,2,0.291,11.3,-9.4569,-55.7307,312.0,urbano,0
11,26.0,51.2,14.2,13.0,4,0.533,12.0,-14.3539,-49.7207,366.0,cerrado,0
5,28.7,28.4,13.4,0.8,12,0.705,21.0,-8.0861,-34.0034,573.0,cerrado,1
6,31.8,46.0,8.7,2.4,15,0.558,21.0,-27.8055,-67.8266,134.0,cerrado,1
5,31.1,38.0,26.4,6.6,11,0.418,23.7,-21.8096,-46.722,377.0,pastagem,1
12,26.7,62.6,1.4,3.4,1,0.177,8.1,-23.4155,-56.5354,232.0,urbano,0
5,36.8,35.0,5.9,0.2,7,0.751,19.6,-28.5047,-55.1794,814.0,floresta,0
5,29.9,30.8,18.5,0.4,14,0.492,24.0,-6.094,-67.6663,1134.0,agricultura,1
4,34.9,79.4,2.0,8.8,6,0.568,12.3,-8.901,-52.7951,780.0,cerrado,0
4,22.7,46.8,1.3,2.2,6,0.46,10.1,0.1612,-72.1662,1119.0,cerrado,0
2,34.5,68.2,5.8,0.4,3,0.368,14.1,-6.4743,-57.4358,105.0,pastagem,0
8,28.9,44.3,9.9,11.6,5,0.512,13.3,-2.1503,-57.7792,337.0,pastagem,0
1,28.0,41.1,7.0,13.9,3,0.821,10.8,-27.7108,-67.0592,441.0,floresta,0
3,26.0,50.0,12.0,1.6,3,0.654,13.2,-30.5093,-34.094,175.0,floresta,0
3,26.6,52.0,1.5,27.3,4,0.492,5.6,-18.9195,-45.5031,675.0,pastagem,0
4,31.2,66.8,5.3,32.8,4,0.567,6.7,-28.0231,-35.774,799.0,agricultura,0
10,34.0,55.6,16.5,23.1,2,0.47,13.0,-3.8284,-44.3004,585.0,pastagem,0
8,37.8,37.0,14.1,1.1,9,0.418,23.2,-16.5328,-54.2433,249.0,cerrado,1
12,26.4,42.5,6.2,4.6,1,0.343,10.6,2.6638,-49.4902,190.0,pastagem,0
5,33.7,65.9,11.3,2.5,8,0.496,17.7,-29.6527,-67.2837,847.0,agricultura,0
12,24.9,60.9,9.7,1.9,2,0.351,10.7,2.9536,-67.8828,257.0,urbano,0
1,24.0,66.0,9.9,12.9,5,0.507,9.3,-5.3611,-54.5464,1065.0,cerrado,0
7,28.4,31.5,12.7,2.1,9,0.828,18.7,-2.461,-65.8777,158.0,floresta,0
10,26.2,52.2,30.0,12.6,1,0.398,15.4,-14.2833,-43.1993,929.0,pastagem,0
7,34.0,61.0,30.5,0.9,11,0.916,25.7,-19.1644,-62.1218,236.0,floresta,1
12,20.4,37.0,2.0,6.4,3,0.503,7.7,-5.47,-70.5062,242.0,agricultura,0
4,27.8,63.3,8.4,0.9,7,0.453,14.2,4.2047,-50.5839,68.0,cerrado,0
1,34.1,45.5,3.6,2.5,3,0.715,14.5,-32.0075,-51.7821,134.0,floresta,0
10,32.5,55.1,13.5,3.2,4,0.428,16.4,-10.3087,-63.5539,604.0,agricultura,0
1,25.7,52.3,8.7,8.7,8,0.789,13.0,-23.5981,-68.8495,684.0,floresta,0
10,22.4,48.2,20.9,11.8,5,0.724,13.4,-17.7969,-48.8581,2800.0,floresta,0
9,34.8,38.4,10.3,0.3,9,0.46,20.7,-11.1711,-44.3859,643.0,agricultura,0
11,18.7,29.2,27.2,15.6,4,0.936,13.7,-24.7581,-66.4366,777.0,floresta,0
6,37.4,34.2,31.3,2.3,10,0.503,28.6,-32.6023,-44.164,234.0,cerrado,1
11,27.1,58.9,26.5,9.5,6,0.564,17.4,-30.3844,-47.7786,241.0,cerrado,1
3,35.3,43.7,0.9,11.7,5,0.758,13.5,-32.0227,-43.0192,412.0,floresta,0
6,26.1,56.2,12.6,0.5,16,0.776,19.7,-31.2895,-71.4439,385.0,floresta,0
2,31.7,52.9,7.8,15.4,6,0.833,13.1,-26.7228,-35.3579,515.0,floresta,0
10,27.6,57.2,8.7,2.3,7,0.374,14.3,-16.124,-47.6179,90.0,cerrado,1
9,31.7,30.9,18.5,1.3,20,0.212,27.6,-15.81,-63.6492,1104.0,urbano,1
10,22.5,59.0,8.2,3.6,5,0.47,10.5,-32.5441,-38.9139,981.0,agricultura,0
10,30.4,75.7,10.8,27.3,1,0.464,6.9,-31.9902,-50.7703,109.0,pastagem,0
4,30.7,89.7,11.2,1.6,1,0.434,11.3,-23.3867,-67.5786,254.0,pastagem,0
1,35.1,68.9,1.4,23.2,8,0.484,11.0,-31.1166,-39.8966,679.0,agricultura,0
12,32.0,73.1,7.2,18.4,7,0.474,11.5,-25.1975,-45.1127,800.0,pastagem,0
6,30.6,58.6,21.9,0.2,12,0.156,22.5,-31.6646,-62.7868,1211.0,urbano,0
2,24.0,63.0,1.1,2.2,4,0.607,8.5,-29.7102,-52.2488,354.0,pastagem,0
12,22.5,78.8,15.3,2.3,4,0.373,11.0,-7.897,-58.0324,222.0,pastagem,0
12,33.9,69.5,4.8,9.7,4,0.895,12.2,-27.8824,-73.7275,188.0,floresta,0
6,29.9,39.7,7.6,4.6,13,0.401,18.8,-16.0485,-54.8904,127.0,agricultura,1
10,33.9,64.2,17.5,2.3,6,0.529,18.8,-2.3091,-64.5756,1032.0,cerrado,0
1,30.1,38.1,3.8,0.5,5,0.525,14.7,-30.7953,-67.8233,105.0,agricultura,1
2,29.3,63.5,8.2,9.7,5,0.425,12.0,-22.7288,-70.2943,1031.0,agricultura,0
4,26.8,41.5,2.0,5.6,2,0.7,9.9,-9.228,-65.0629,325.0,floresta,0
8,35.6,18.5,13.9,0.2,10,0.528,24.1,-26.4083,-43.6198,610.0,cerrado,1
2,27.9,62.3,5.4,8.5,3,0.572,9.9,-13.2407,-59.6503,555.0,agricultura,0
1,26.5,46.6,2.7,5.2,5,0.787,11.2,-6.6654,-68.4375,124.0,floresta,0
9,35.8,37.9,10.3,0.3,13,0.652,23.2,3.0588,-67.2171,200.0,agricultura,1
10,27.4,61.7,1.9,2.7,3,0.595,9.8,4.0172,-47.907,959.0,cerrado,0
9,29.8,40.2,7.4,6.6,10,0.413,16.8,-26.8005,-57.8641,389.0,pastagem,0
10,30.4,49.2,4.9,1.4,5,0.284,14.2,0.291,-49.1204,1541.0,agricultura,1
10,27.7,70.8,12.0,0.6,8,0.326,15.3,-31.0107,-71.9122,237.0,pastagem,0
8,35.0,36.9,12.2,1.1,14,0.529,23.8,-15.8918,-44.861,550.0,cerrado,1
7,31.2,43.3,5.7,1.8,12,0.325,18.6,-15.1483,-35.4907,159.0,pastagem,1
11,23.2,45.6,26.8,4.5,3,0.535,16.1,-29.797,-42.5387,754.0,cerrado,0
5,39.9,35.9,21.2,1.5,13,0.798,28.3,-20.9925,-45.1307,467.0,floresta,1
2,34.2,73.2,4.3,6.5,0,0.427,10.5,-3.454,-66.0554,103.0,pastagem,0
10,31.5,71.6,42.8,2.7,7,0.478,25.2,-24.8625,-57.7753,586.0,agricultura,1
4,26.4,50.4,17.0,34.3,2,0.607,7.8,-9.3229,-67.7723,788.0,pastagem,0
12,26.8,53.5,13.0,5.5,3,0.455,12.9,3.6012,-43.5167,452.0,pastagem,0
5,38.5,26.1,13.7,0.3,6,0.769,22.8,-30.9945,-44.3123,327.0,floresta,1
11,26.6,52.1,3.3,4.6,6,0.7,11.6,-32.4349,-69.0721,379.0,floresta,0
1,25.5,43.2,23.6,9.7,3,0.55,15.3,-22.908,-44.1911,723.0,cerrado,0
8,40.5,36.3,1.4,3.3,12,0.162,21.7,-29.3214,-51.1555,778.0,urbano,1
6,32.8,45.6,13.6,2.5,11,0.694,20.9,-29.8109,-34.771,379.0,cerrado,1
6,40.1,28.6,21.4,1.8,17,0.546,30.8,-17.3537,-34.4162,158.0,agricultura,1
4,22.4,58.9,4.6,1.5,5,0.894,9.8,-8.2194,-70.7703,866.0,floresta,0
12,30.1,57.4,17.8,7.2,6,0.567,16.7,-4.7865,-40.5272,608.0,cerrado,0
5,41.3,50.7,11.0,1.4,16,0.65,26.3,-28.8664,-67.5791,158.0,cerrado,1
11,28.1,52.7,18.6,2.1,6,0.12,17.4,-11.2993,-52.0052,421.0,urbano,0
6,31.9,31.1,20.7,1.7,12,0.8,24.3,-5.758,-53.7947,379.0,floresta,0
1,23.3,49.8,28.4,11.7,5,0.71,15.9,-9.5889,-63.0449,473.0,floresta,0
11,32.3,46.3,24.3,0.5,4,0.745,20.8,-15.3499,-45.1156,318.0,floresta,0
3,24.9,66.4,1.6,1.5,3,0.783,8.5,-16.2405,-52.5659,830.0,floresta,0
4,27.6,58.4,4.4,6.4,5,0.473,11.1,-3.3876,-49.1161,570.0,cerrado,0
11,23.1,60.7,14.7,4.6,5,0.083,12.4,-24.2267,-46.3549,328.0,urbano,0
11,34.2,75.3,20.9,25.6,1,0.279,12.0,-25.9408,-57.8208,863.0,urbano,0
12,32.6,76.0,3.9,2.8,4,0.316,12.2,-30.7277,-72.342,374.0,pastagem,1
6,32.9,18.2,16.7,0.0,17,0.635,27.3,-17.7105,-63.692,802.0,agricultura,1
10,23.4,67.8,25.5,0.7,4,0.485,15.5,-7.7484,-66.9751,905.0,cerrado,0
4,34.1,62.7,20.3,13.3,2,0.545,15.7,-13.0754,-43.8662,315.0,agricultura,0
9,31.5,32.5,16.5,0.4,17,0.83,25.6,-29.7773,-64.0148,50.0,floresta,0
7,28.6,41.9,9.7,1.6,12,0.462,18.8,4.7146,-59.3906,474.0,cerrado,0
1,21.0,39.3,9.3,1.5,3,0.817,10.9,-18.8897,-56.1562,608.0,floresta,1
6,30.4,55.6,38.3,1.2,9,0.214,25.8,-32.8928,-40.5897,808.0,urbano,1
6,27.2,44.2,6.7,0.5,13,0.601,17.8,-9.9799,-40.2206,81.0,cerrado,0
4,25.5,49.6,4.4,22.5,7,0.647,8.6,-32.7198,-65.2034,739.0,cerrado,0
5,36.0,31.0,2.7,3.5,12,0.615,20.4,1.2577,-57.666,146.0,cerrado,1
7,31.5,17.6,15.8,0.4,9,0.481,22.4,-10.1736,-64.2223,1531.0,cerrado,1
1,29.4,56.2,14.3,0.8,1,0.439,14.2,-20.4888,-34.9589,447.0,pastagem,1
2,25.1,54.2,10.4,3.2,3,0.384,11.7,-20.2461,-52.6743,1021.0,pastagem,1
10,28.3,44.1,14.3,3.7,5,0.454,15.9,-29.0634,-73.9678,1286.0,agricultura,0
5,40.7,47.3,18.6,1.6,8,0.489,24.5,-17.0115,-70.375,968.0,pastagem,1
8,31.6,53.3,8.6,4.5,19,0.498,21.9,-13.9353,-39.7603,1168.0,pastagem,1
7,34.5,37.7,15.0,4.7,14,0.497,23.7,-27.2307,-58.0776,872.0,pastagem,1
7,26.7,34.3,8.0,3.4,8,0.223,15.6,-7.2228,-37.7861,695.0,urbano,0
5,39.1,43.2,15.4,0.1,9,0.585,23.9,-20.8915,-47.4702,598.0,cerrado,1
6,31.1,37.8,25.6,6.0,20,0.514,28.1,-30.4152,-52.6703,1365.0,cerrado,1
10,32.2,47.0,19.9,12.9,6,0.558,17.8,-23.5975,-41.4016,505.0,pastagem,0
12,27.5,52.2,31.9,9.0,0,0.503,16.7,-31.6271,-44.7857,1180.0,pastagem,0
4,30.4,56.4,6.7,3.9,3,0.198,12.7,1.5707,-50.7265,456.0,urbano,1
9,35.7,41.0,5.5,2.5,17,0.64,23.1,-15.5081,-70.6012,549.0,cerrado,1
12,26.2,60.1,14.0,0.6,2,0.409,12.9,3.4729,-41.9008,852.0,pastagem,1
1,32.4,62.5,6.9,8.0,3,0.46,12.4,-9.6507,-40.7465,990.0,pastagem,0
